Nanometer,Radiance(mW/m2/nm)
2266.55,76.1
2267.06,76.17
2267.57,76.19
2268.09,76.15
2268.6,76.11
2269.12,76.05
2269.63,75.93
2270.15,75.78
2270.66,75.67
2271.18,75.63
2271.7,75.63
2272.21,75.67
2272.73,75.71
2273.24,75.62
2273.76,75.43
2274.28,75.24
2274.79,75.14
2275.31,75.08
2275.83,75.13
2276.35,75.21
2276.87,75.28
2277.39,75.24
2277.9,75.16
2278.42,75.07
2278.94,74.97
2279.46,74.78
2279.98,74.24
2280.5,73.59
2281.02,72.99
2281.54,72.75
2282.06,72.65
2282.58,72.96
2283.1,73.39
2283.63,73.76
2284.15,73.78
2284.67,73.74
2285.19,73.7
2285.71,73.66
2286.24,73.66
2286.76,73.67
2287.28,73.68
2287.81,73.64
2288.33,73.6
2288.85,73.54
2289.38,73.48
2289.9,73.39
2290.43,73.29
2290.95,73.21
2291.48,73.15
2292.0,72.92
2292.53,72.55
2293.05,72.1
2293.58,71.73
2294.1,71.41
2294.63,71.27
2295.16,71.29
2295.68,71.28
2296.21,71.18
2296.74,71.09
2297.27,71.16
2297.79,71.28
2298.32,71.5
2298.85,71.67
2299.38,71.8
2299.91,71.8
2300.44,71.8
2300.97,71.8
2301.5,71.83
2302.03,71.82
2302.56,71.76
2303.09,71.68
2303.62,71.59
2304.15,71.51
2304.68,71.46
2305.21,71.43
2305.74,71.42
2306.27,71.39
2306.8,71.37
2307.34,71.29
2307.87,71.18
2308.4,71.03
2308.94,70.93
2309.47,70.86
2310.0,70.83
2310.54,70.82
2311.07,70.84
2311.6,70.82
2312.14,70.77
2312.67,70.71
2313.21,70.58
2313.74,70.38
2314.28,70.18
2314.81,70.04
2315.35,69.88
2315.89,69.74
2316.42,69.67
2316.96,69.61
2317.5,69.49
2318.03,69.4
2318.57,69.41
2319.11,69.46
2319.65,69.56
2320.19,69.67
2320.72,69.71
2321.26,69.37
2321.8,68.76
2322.34,68.09
2322.88,67.58
2323.42,67.18
2323.96,67.06
2324.5,67.13
2325.04,67.28
2325.58,67.34
2326.12,67.47
2326.66,67.64
2327.21,67.86
2327.75,68.03
2328.29,68.15
2328.83,68.14
2329.37,68.09
2329.92,68.0
2330.46,67.92
2331.0,67.82
2331.55,67.76
2332.09,67.72
2332.63,67.75
2333.18,67.77
2333.72,67.69
2334.27,67.48
2334.81,67.34
2335.36,67.3
2335.9,67.33
2336.45,67.39
2337.0,67.36
2337.54,67.16
2338.09,66.93
2338.63,66.82
2339.18,66.81
2339.73,66.95
2340.28,67.2
2340.82,67.36
2341.37,67.37
2341.92,67.3
2342.47,67.24
2343.02,67.16
2343.57,67.06
2344.12,66.95
2344.67,66.86
2345.22,66.79
2345.77,66.74
2346.32,66.69
2346.87,66.65
2347.42,66.61
2347.97,66.58
2348.52,66.55
2349.07,66.51
2349.62,66.46
2350.18,66.32
2350.73,65.98
2351.28,65.42
2351.83,64.79
2352.39,64.26
2352.94,63.93
2353.5,63.83
2354.05,63.99
2354.6,64.27
2355.16,64.46
2355.71,64.46
2356.27,64.37
2356.82,64.28
2357.38,64.27
2357.94,64.31
2358.49,64.43
2359.05,64.59
2359.6,64.72
2360.16,64.78
2360.72,64.79
2361.27,64.75
2361.83,64.7
2362.39,64.67
2362.95,64.62
2363.51,64.54
2364.07,64.46
2364.63,64.42
2365.19,64.4
2365.74,64.39
2366.3,64.4
2366.86,64.4
2367.42,64.36
2367.99,64.28
2368.55,64.12
2369.11,63.93
2369.67,63.79
2370.23,63.74
2370.79,63.7
2371.35,63.7
2371.92,63.66
2372.48,63.38
2373.04,62.89
2373.6,62.48
2374.17,62.31
2374.73,62.32
2375.3,62.6
2375.86,63.03
2376.43,63.37
2376.99,63.45
2377.56,63.4
2378.12,63.31
2378.69,63.2
2379.25,63.1
2379.82,63.02
2380.39,63.0
2380.95,62.92
2381.52,62.57
2382.09,62.0
2382.65,61.34
2383.22,60.69
2383.79,60.09
2384.36,59.83
2384.93,59.79
